Age,Shocks,Fitness,Cash,FitnessSpending,JoySpending,InsuranceSpending,NextAge,NextShocks,NextFitness,NextCash,Probability,Enjoyment,FutureValue,Value,RandDraw,Shocked,TotalJoy,BuyIns,InsurancePaid,ShockProb,AtMaxShocks,Life
25,2,22,   0,  0, 60, 10,26,2,18,   0,0.782,  0.40,  1.74,  2.14,0.275,0, 10.21,1,0,0.218,0,  0
26,2,18,   0,  1, 59, 10,27,2,15,   0,0.762,  0.40,  1.45,  1.85,0.831,0, 10.61,1,0,0.238,0,  0
27,2,15,   0,  0, 60, 10,28,2,12,   0,0.738,  0.40,  1.13,  1.53,0.984,0, 11.01,1,0,0.262,0,  0
28,2,12,   0,  0, 60, 10,29,2, 9,   0,0.712,  0.40,  0.79,  1.19,0.382,0, 11.41,1,0,0.288,0,  0
29,2, 9,   0,  0, 60, 10,30,2, 7,   0,0.689,  0.40,  0.42,  0.82,0.718,0, 11.81,1,0,0.311,0,  0
30,2, 7,   0,  0, 70,  0,31,3, 5,-300,0.337,  0.42,  0.00,  0.42,0.126,1, 12.23,0,0,0.337,0,  0
 1,0,20,   0, 23, 37, 10, 2,0,24,   0,0.908,  0.48, 11.13, 11.61,0.217,0,  0.48,1,0,0.092,0,  1
 2,0,24,   0, 22, 38, 10, 3,0,27,   0,0.911,  0.49, 10.89, 11.38,0.541,0,  0.97,1,0,0.089,0,  1
 3,0,27,   0, 21, 39, 10, 4,0,29,   0,0.912,  0.49, 10.64, 11.13,0.490,0,  1.46,1,0,0.088,0,  1
 4,0,29,   0, 22, 38, 10, 5,0,31,   0,0.913,  0.49, 10.38, 10.87,0.879,0,  1.95,1,0,0.087,0,  1
 5,0,31,   0, 17, 40, 10, 6,0,31,   3,0.911,  0.50, 10.11, 10.61,0.583,0,  2.45,1,0,0.089,0,  1
 6,0,31,   3, 23, 40, 10, 7,0,33,   0,0.912,  0.50,  9.83, 10.33,0.749,0,  2.95,1,0,0.088,0,  1
 7,0,33,   0, 18, 42, 10, 8,0,33,   0,0.910,  0.51,  9.53, 10.04,0.372,0,  3.46,1,0,0.090,0,  1
 8,0,33,   0, 18, 42, 10, 9,0,33,   0,0.907,  0.51,  9.22,  9.74,0.222,0,  3.97,1,0,0.093,0,  1
 9,0,33,   0, 18, 42, 10,10,0,33,   0,0.905,  0.51,  8.92,  9.43,0.104,0,  4.48,1,0,0.095,0,  1
10,0,33,   0, 18, 42, 10,11,0,33,   0,0.903,  0.51,  8.61,  9.12,0.145,0,  4.99,1,0,0.097,0,  1
11,0,33,   0, 18, 42, 10,12,0,33,   0,0.900,  0.51,  8.29,  8.80,0.403,0,  5.50,1,0,0.100,0,  1
12,0,33,   0, 12, 46, 10,13,0,31,   2,0.895,  0.53,  7.95,  8.49,0.797,0,  6.03,1,0,0.105,0,  1
13,0,31,   2, 17, 45, 10,14,0,31,   0,0.892,  0.53,  7.62,  8.14,0.207,0,  6.56,1,0,0.108,0,  1
14,0,31,   0, 11, 47, 10,15,0,29,   2,0.885,  0.54,  7.27,  7.81,0.280,0,  7.10,1,0,0.115,0,  1
15,0,29,   2, 16, 46, 10,16,0,29,   0,0.883,  0.53,  6.92,  7.45,0.215,0,  7.63,1,0,0.117,0,  1
16,0,29,   0, 10, 50, 10,17,0,27,   0,0.875,  0.56,  6.55,  7.10,0.395,0,  8.19,1,0,0.125,0,  1
17,0,27,   0,  6, 50, 10,18,0,24,   4,0.865,  0.56,  6.18,  6.73,0.864,0,  8.75,1,0,0.135,0,  1
18,0,24,   4, 13, 50, 10,19,0,24,   1,0.861,  0.56,  5.80,  6.35,0.463,0,  9.31,1,0,0.139,0,  1
19,0,24,   1, 13, 48, 10,20,0,24,   0,0.858,  0.55,  5.42,  5.96,0.689,0,  9.86,1,0,0.142,0,  1
20,0,24,   0,  7, 53, 10,21,0,22,   0,0.848,  0.57,  5.01,  5.58,0.649,0, 10.43,1,0,0.152,0,  1
21,0,22,   0,  6, 54, 10,22,0,20,   0,0.838,  0.57,  4.59,  5.17,0.635,0, 11.00,1,0,0.162,0,  1
22,0,20,   0,  5, 55, 10,23,0,18,   0,0.827,  0.58,  4.16,  4.74,0.410,0, 11.58,1,0,0.173,0,  1
23,0,18,   0,  4, 56, 10,24,0,16,   0,0.814,  0.58,  3.71,  4.30,0.375,0, 12.16,1,0,0.186,0,  1
24,0,16,   0,  0, 60, 10,25,0,13,   0,0.796,  0.60,  3.24,  3.84,0.702,0, 12.76,1,0,0.204,0,  1
25,0,13,   0,  2, 58, 10,26,0,11,   0,0.780,  0.59,  2.77,  3.36,0.707,0, 13.35,1,0,0.220,0,  1
26,0,11,   0,  0, 60, 10,27,0, 9,   0,0.763,  0.60,  2.27,  2.87,0.301,0, 13.95,1,0,0.237,0,  1
27,0, 9,   0,  0, 60, 10,28,0, 7,   0,0.743,  0.60,  1.75,  2.35,0.982,0, 14.55,1,0,0.257,0,  1
28,0, 7,   0,  0, 60, 10,29,1, 5,   0,0.279,  0.60,  1.00,  1.60,0.200,1, 15.15,1,1,0.279,0,  1
29,1, 5,   0,  0, 60, 10,30,1, 4,   0,0.686,  0.50,  0.53,  1.03,0.429,0, 15.65,1,0,0.314,0,  1
30,1, 4,   0,  0, 70,  0,31,1, 3,   0,0.668,  0.53,  0.00,  0.53,0.544,0, 16.18,0,0,0.332,0,  1
 1,0,20,   0, 23, 37, 10, 2,0,24,   0,0.908,  0.48, 11.13, 11.61,0.325,0,  0.48,1,0,0.092,0,  2
 2,0,24,   0, 22, 38, 10, 3,0,27,   0,0.911,  0.49, 10.89, 11.38,0.102,0,  0.97,1,0,0.089,0,  2
 3,0,27,   0, 21, 39, 10, 4,0,29,   0,0.912,  0.49, 10.64, 11.13,0.188,0,  1.46,1,0,0.088,0,  2
 4,0,29,   0, 22, 38, 10, 5,0,31,   0,0.913,  0.49, 10.38, 10.87,0.646,0,  1.95,1,0,0.087,0,  2
 5,0,31,   0, 17, 40, 10, 6,0,31,   3,0.911,  0.50, 10.11, 10.61,0.781,0,  2.45,1,0,0.089,0,  2
 6,0,31,   3, 23, 40, 10, 7,0,33,   0,0.912,  0.50,  9.83, 10.33,0.814,0,  2.95,1,0,0.088,0,  2
 7,0,33,   0, 18, 42, 10, 8,0,33,   0,0.910,  0.51,  9.53, 10.04,0.873,0,  3.46,1,0,0.090,0,  2
 8,0,33,   0, 18, 42, 10, 9,0,33,   0,0.907,  0.51,  9.22,  9.74,0.105,0,  3.97,1,0,0.093,0,  2
 9,0,33,   0, 18, 42, 10,10,0,33,   0,0.905,  0.51,  8.92,  9.43,0.353,0,  4.48,1,0,0.095,0,  2
10,0,33,   0, 18, 42, 10,11,0,33,   0,0.903,  0.51,  8.61,  9.12,0.820,0,  4.99,1,0,0.097,0,  2
11,0,33,   0, 18, 42, 10,12,0,33,   0,0.900,  0.51,  8.29,  8.80,0.516,0,  5.50,1,0,0.100,0,  2
12,0,33,   0, 12, 46, 10,13,0,31,   2,0.895,  0.53,  7.95,  8.49,0.396,0,  6.03,1,0,0.105,0,  2
13,0,31,   2, 17, 45, 10,14,0,31,   0,0.892,  0.53,  7.62,  8.14,0.202,0,  6.56,1,0,0.108,0,  2
14,0,31,   0, 11, 47, 10,15,0,29,   2,0.885,  0.54,  7.27,  7.81,0.276,0,  7.10,1,0,0.115,0,  2
15,0,29,   2, 16, 46, 10,16,0,29,   0,0.883,  0.53,  6.92,  7.45,0.224,0,  7.63,1,0,0.117,0,  2
16,0,29,   0, 10, 50, 10,17,0,27,   0,0.875,  0.56,  6.55,  7.10,0.686,0,  8.19,1,0,0.125,0,  2
17,0,27,   0,  6, 50, 10,18,0,24,   4,0.865,  0.56,  6.18,  6.73,0.714,0,  8.75,1,0,0.135,0,  2
18,0,24,   4, 13, 50, 10,19,0,24,   1,0.861,  0.56,  5.80,  6.35,0.709,0,  9.31,1,0,0.139,0,  2
19,0,24,   1, 13, 48, 10,20,0,24,   0,0.858,  0.55,  5.42,  5.96,0.957,0,  9.86,1,0,0.142,0,  2
20,0,24,   0,  7, 53, 10,21,0,22,   0,0.848,  0.57,  5.01,  5.58,0.335,0, 10.43,1,0,0.152,0,  2
21,0,22,   0,  6, 54, 10,22,0,20,   0,0.838,  0.57,  4.59,  5.17,0.875,0, 11.00,1,0,0.162,0,  2
22,0,20,   0,  5, 55, 10,23,0,18,   0,0.827,  0.58,  4.16,  4.74,0.392,0, 11.58,1,0,0.173,0,  2
23,0,18,   0,  4, 56, 10,24,1,16,   0,0.186,  0.58,  2.97,  3.55,0.163,1, 12.16,1,1,0.186,0,  2
24,1,16,   0,  0, 60, 10,25,2,13,   0,0.218,  0.50,  1.97,  2.47,0.099,1, 12.66,1,1,0.218,0,  2
25,2,13,   0,  2, 58, 10,26,3,11,   0,0.256,  0.39,  1.17,  1.57,0.235,1, 13.05,1,1,0.256,0,  2
26,3,11,   0,  6, 54, 10,27,4,11,   0,0.291,  0.29,  0.59,  0.88,0.200,1, 13.34,1,1,0.291,0,  2
27,4,11,   0,  6, 54, 10,28,5,11,   0,0.337,  0.19,  0.20,  0.39,0.156,1, 13.53,1,1,0.337,0,  2
28,5,11,   0,  9, 61,  0,29,5,12,   0,0.611,  0.10,  0.17,  0.27,0.913,0, 13.63,0,0,0.389,0,  2
29,5,12,   0,  1, 69,  0,30,5,10,   0,0.585,  0.11,  0.11,  0.21,0.989,0, 13.74,0,0,0.415,0,  2
30,5,10,   0,  0, 70,  0,31,6, 8,-300,0.445,  0.11,  0.00,  0.11,0.153,1, 13.85,0,0,0.445,0,  2
 1,0,20,   0, 23, 37, 10, 2,0,24,   0,0.908,  0.48, 11.13, 11.61,0.884,0,  0.48,1,0,0.092,0,  3
 2,0,24,   0, 22, 38, 10, 3,0,27,   0,0.911,  0.49, 10.89, 11.38,0.282,0,  0.97,1,0,0.089,0,  3
 3,0,27,   0, 21, 39, 10, 4,0,29,   0,0.912,  0.49, 10.64, 11.13,0.164,0,  1.46,1,0,0.088,0,  3
 4,0,29,   0, 22, 38, 10, 5,0,31,   0,0.913,  0.49, 10.38, 10.87,0.248,0,  1.95,1,0,0.087,0,  3
 5,0,31,   0, 17, 40, 10, 6,0,31,   3,0.911,  0.50, 10.11, 10.61,0.846,0,  2.45,1,0,0.089,0,  3
 6,0,31,   3, 23, 40, 10, 7,0,33,   0,0.912,  0.50,  9.83, 10.33,0.453,0,  2.95,1,0,0.088,0,  3
 7,0,33,   0, 18, 42, 10, 8,0,33,   0,0.910,  0.51,  9.53, 10.04,0.240,0,  3.46,1,0,0.090,0,  3
 8,0,33,   0, 18, 42, 10, 9,0,33,   0,0.907,  0.51,  9.22,  9.74,0.477,0,  3.97,1,0,0.093,0,  3
 9,0,33,   0, 18, 42, 10,10,0,33,   0,0.905,  0.51,  8.92,  9.43,0.424,0,  4.48,1,0,0.095,0,  3
10,0,33,   0, 18, 42, 10,11,0,33,   0,0.903,  0.51,  8.61,  9.12,0.450,0,  4.99,1,0,0.097,0,  3
11,0,33,   0, 18, 42, 10,12,0,33,   0,0.900,  0.51,  8.29,  8.80,0.292,0,  5.50,1,0,0.100,0,  3
12,0,33,   0, 12, 46, 10,13,0,31,   2,0.895,  0.53,  7.95,  8.49,0.220,0,  6.03,1,0,0.105,0,  3
13,0,31,   2, 17, 45, 10,14,0,31,   0,0.892,  0.53,  7.62,  8.14,0.389,0,  6.56,1,0,0.108,0,  3
14,0,31,   0, 11, 47, 10,15,0,29,   2,0.885,  0.54,  7.27,  7.81,0.747,0,  7.10,1,0,0.115,0,  3
15,0,29,   2, 16, 46, 10,16,0,29,   0,0.883,  0.53,  6.92,  7.45,0.598,0,  7.63,1,0,0.117,0,  3
16,0,29,   0, 10, 50, 10,17,0,27,   0,0.875,  0.56,  6.55,  7.10,0.615,0,  8.19,1,0,0.125,0,  3
17,0,27,   0,  6, 50, 10,18,0,24,   4,0.865,  0.56,  6.18,  6.73,0.442,0,  8.75,1,0,0.135,0,  3
18,0,24,   4, 13, 50, 10,19,1,24,   1,0.139,  0.56,  4.53,  5.08,0.033,1,  9.31,1,1,0.139,0,  3
19,1,24,   1, 13, 48, 10,20,1,24,   0,0.846,  0.45,  4.25,  4.70,0.595,0,  9.76,1,0,0.154,0,  3
20,1,24,   0, 13, 47, 10,21,1,24,   0,0.843,  0.45,  3.97,  4.42,0.453,0, 10.21,1,0,0.157,0,  3
21,1,24,   0, 13, 47, 10,22,1,24,   0,0.839,  0.45,  3.67,  4.12,0.204,0, 10.66,1,0,0.161,0,  3
22,1,24,   0,  7, 53, 10,23,1,22,   0,0.828,  0.47,  3.34,  3.82,0.877,0, 11.13,1,0,0.172,0,  3
23,1,22,   0,  0, 58, 10,24,1,18,   2,0.809,  0.49,  2.99,  3.49,0.317,0, 11.62,1,0,0.191,0,  3
24,1,18,   2,  4, 58, 10,25,1,16,   0,0.796,  0.49,  2.63,  3.12,0.703,0, 12.11,1,0,0.204,0,  3
25,1,16,   0,  0, 60, 10,26,1,13,   0,0.776,  0.50,  2.25,  2.75,0.686,0, 12.61,1,0,0.224,0,  3
26,1,13,   0,  2, 58, 10,27,1,11,   0,0.759,  0.49,  1.86,  2.35,0.632,0, 13.10,1,0,0.241,0,  3
27,1,11,   0,  0, 60, 10,28,1, 9,   0,0.740,  0.50,  1.44,  1.94,0.763,0, 13.60,1,0,0.260,0,  3
28,1, 9,   0,  0, 60, 10,29,2, 7,   0,0.281,  0.50,  0.79,  1.29,0.143,1, 14.10,1,1,0.281,0,  3
29,2, 7,   0,  0, 60, 10,30,2, 5,   0,0.671,  0.40,  0.42,  0.82,0.954,0, 14.50,1,0,0.329,0,  3
30,2, 5,   0,  0, 70,  0,31,3, 4,-300,0.347,  0.42,  0.00,  0.42,0.068,1, 14.92,0,0,0.347,0,  3
 1,0,20,   0, 23, 37, 10, 2,0,24,   0,0.908,  0.48, 11.13, 11.61,0.868,0,  0.48,1,0,0.092,0,  4
 2,0,24,   0, 22, 38, 10, 3,0,27,   0,0.911,  0.49, 10.89, 11.38,0.873,0,  0.97,1,0,0.089,0,  4
 3,0,27,   0, 21, 39, 10, 4,0,29,   0,0.912,  0.49, 10.64, 11.13,0.849,0,  1.46,1,0,0.088,0,  4
 4,0,29,   0, 22, 38, 10, 5,0,31,   0,0.913,  0.49, 10.38, 10.87,0.856,0,  1.95,1,0,0.087,0,  4
 5,0,31,   0, 17, 40, 10, 6,0,31,   3,0.911,  0.50, 10.11, 10.61,0.727,0,  2.45,1,0,0.089,0,  4
 6,0,31,   3, 23, 40, 10, 7,0,33,   0,0.912,  0.50,  9.83, 10.33,0.548,0,  2.95,1,0,0.088,0,  4
 7,0,33,   0, 18, 42, 10, 8,0,33,   0,0.910,  0.51,  9.53, 10.04,0.355,0,  3.46,1,0,0.090,0,  4
 8,0,33,   0, 18, 42, 10, 9,0,33,   0,0.907,  0.51,  9.22,  9.74,0.705,0,  3.97,1,0,0.093,0,  4
 9,0,33,   0, 18, 42, 10,10,0,33,   0,0.905,  0.51,  8.92,  9.43,0.865,0,  4.48,1,0,0.095,0,  4
10,0,33,   0, 18, 42, 10,11,1,33,   0,0.097,  0.51,  6.54,  7.05,0.027,1,  4.99,1,1,0.097,0,  4
11,1,33,   0, 24, 36, 10,12,1,35,   0,0.894,  0.39,  6.35,  6.74,0.128,0,  5.38,1,0,0.106,0,  4
12,1,35,   0, 19, 41, 10,13,1,35,   0,0.892,  0.42,  6.12,  6.54,0.854,0,  5.80,1,0,0.108,0,  4
13,1,35,   0, 19, 41, 10,14,2,35,   0,0.111,  0.42,  4.17,  4.59,0.033,1,  6.22,1,1,0.111,0,  4
14,2,35,   0, 25, 35, 10,15,2,37,   0,0.877,  0.31,  4.04,  4.35,0.531,0,  6.53,1,0,0.123,0,  4
15,2,37,   0, 20, 40, 10,16,2,37,   0,0.874,  0.33,  3.89,  4.22,0.731,0,  6.86,1,0,0.126,0,  4
16,2,37,   0, 20, 40, 10,17,2,37,   0,0.872,  0.33,  3.73,  4.06,0.735,0,  7.19,1,0,0.128,0,  4
17,2,37,   0, 20, 40, 10,18,2,37,   0,0.869,  0.33,  3.56,  3.90,0.741,0,  7.52,1,0,0.131,0,  4
18,2,37,   0, 20, 40, 10,19,2,37,   0,0.866,  0.33,  3.39,  3.72,0.734,0,  7.85,1,0,0.134,0,  4
19,2,37,   0, 14, 46, 10,20,2,35,   0,0.859,  0.36,  3.19,  3.55,0.721,0,  8.21,1,0,0.141,0,  4
20,2,35,   0, 13, 47, 10,21,2,33,   0,0.851,  0.36,  2.98,  3.34,0.345,0,  8.57,1,0,0.149,0,  4
21,2,33,   0, 12, 48, 10,22,2,31,   0,0.843,  0.36,  2.77,  3.13,0.429,0,  8.93,1,0,0.157,0,  4
22,2,31,   0, 11, 49, 10,23,2,29,   0,0.834,  0.37,  2.54,  2.91,0.223,0,  9.30,1,0,0.166,0,  4
23,2,29,   0,  1, 57, 10,24,2,24,   2,0.815,  0.39,  2.29,  2.68,0.476,0,  9.69,1,0,0.185,0,  4
24,2,24,   2,  7, 55, 10,25,2,22,   0,0.803,  0.39,  2.03,  2.41,0.892,0, 10.08,1,0,0.197,0,  4
25,2,22,   0,  0, 60, 10,26,2,18,   0,0.782,  0.40,  1.74,  2.14,0.886,0, 10.48,1,0,0.218,0,  4
26,2,18,   0,  1, 59, 10,27,3,15,   0,0.238,  0.40,  1.02,  1.42,0.206,1, 10.88,1,1,0.238,0,  4
27,3,15,   0,  0, 60, 10,28,3,12,   0,0.710,  0.30,  0.82,  1.12,0.342,0, 11.18,1,0,0.290,0,  4
28,3,12,   0,  1, 59, 10,29,4,10,   0,0.311,  0.30,  0.37,  0.67,0.151,1, 11.48,1,1,0.311,0,  4
29,4,10,   0,  0, 60, 10,30,5, 8,   0,0.378,  0.20,  0.11,  0.31,0.303,1, 11.68,1,1,0.378,0,  4
30,5, 8,   0,  0, 70,  0,31,5, 6,   0,0.531,  0.11,  0.00,  0.11,0.558,0, 11.79,0,0,0.469,0,  4
 1,0,20,   0, 23, 37, 10, 2,0,24,   0,0.908,  0.48, 11.13, 11.61,0.205,0,  0.48,1,0,0.092,0,  5
 2,0,24,   0, 22, 38, 10, 3,0,27,   0,0.911,  0.49, 10.89, 11.38,0.108,0,  0.97,1,0,0.089,0,  5
 3,0,27,   0, 21, 39, 10, 4,1,29,   0,0.088,  0.49,  7.91,  8.41,0.030,1,  1.46,1,1,0.088,0,  5
 4,1,29,   0, 28, 32, 10, 5,1,33,   0,0.906,  0.37,  7.78,  8.15,0.125,0,  1.83,1,0,0.094,0,  5
 5,1,33,   0, 24, 36, 10, 6,1,35,   0,0.907,  0.39,  7.61,  8.00,0.216,0,  2.22,1,0,0.093,0,  5
 6,1,35,   0, 25, 35, 10, 7,1,37,   0,0.908,  0.39,  7.43,  7.82,0.347,0,  2.61,1,0,0.092,0,  5
 7,1,37,   0, 20, 40, 10, 8,2,37,   0,0.094,  0.42,  4.98,  5.40,0.084,1,  3.03,1,1,0.094,0,  5
 8,2,37,   0, 20, 40, 10, 9,2,37,   0,0.891,  0.33,  4.86,  5.19,0.937,0,  3.36,1,0,0.109,0,  5
 9,2,37,   0, 20, 40, 10,10,2,37,   0,0.889,  0.33,  4.73,  5.07,0.307,0,  3.69,1,0,0.111,0,  5
10,2,37,   0, 20, 40, 10,11,2,37,   0,0.887,  0.33,  4.60,  4.94,0.565,0,  4.02,1,0,0.113,0,  5
11,2,37,   0, 20, 40, 10,12,2,37,   0,0.884,  0.33,  4.47,  4.80,0.577,0,  4.35,1,0,0.116,0,  5
12,2,37,   0, 20, 40, 10,13,2,37,   0,0.882,  0.33,  4.33,  4.66,0.338,0,  4.68,1,0,0.118,0,  5
13,2,37,   0, 20, 40, 10,14,2,37,   0,0.880,  0.33,  4.19,  4.52,0.790,0,  5.01,1,0,0.120,0,  5
14,2,37,   0, 20, 40, 10,15,2,37,   0,0.877,  0.33,  4.04,  4.37,0.743,0,  5.34,1,0,0.123,0,  5
15,2,37,   0, 20, 40, 10,16,2,37,   0,0.874,  0.33,  3.89,  4.22,0.640,0,  5.67,1,0,0.126,0,  5
16,2,37,   0, 20, 40, 10,17,3,37,   0,0.128,  0.33,  2.37,  2.70,0.054,1,  6.00,1,1,0.128,0,  5
17,3,37,   0, 20, 40, 10,18,3,37,   0,0.851,  0.25,  2.28,  2.53,0.562,0,  6.25,1,0,0.149,0,  5
18,3,37,   0, 20, 40, 10,19,3,37,   0,0.849,  0.25,  2.19,  2.44,0.738,0,  6.50,1,0,0.151,0,  5
19,3,37,   0, 20, 40, 10,20,3,37,   0,0.846,  0.25,  2.09,  2.34,0.318,0,  6.75,1,0,0.154,0,  5
20,3,37,   0, 20, 40, 10,21,3,37,   0,0.843,  0.25,  1.99,  2.24,0.746,0,  7.00,1,0,0.157,0,  5
21,3,37,   0, 14, 46, 10,22,3,35,   0,0.835,  0.27,  1.86,  2.13,0.467,0,  7.27,1,0,0.165,0,  5
22,3,35,   0, 13, 47, 10,23,3,33,   0,0.826,  0.27,  1.72,  1.99,0.433,0,  7.54,1,0,0.174,0,  5
23,3,33,   0, 12, 48, 10,24,3,31,   0,0.816,  0.27,  1.58,  1.85,0.850,0,  7.81,1,0,0.184,0,  5
24,3,31,   0, 11, 49, 10,25,3,29,   0,0.806,  0.28,  1.42,  1.70,0.972,0,  8.09,1,0,0.194,0,  5
25,3,29,   0,  1, 59, 10,26,3,24,   0,0.784,  0.30,  1.24,  1.54,0.227,0,  8.39,1,0,0.216,0,  5
26,3,24,   0,  1, 59, 10,27,3,20,   0,0.762,  0.30,  1.04,  1.34,0.648,0,  8.69,1,0,0.238,0,  5
27,3,20,   0,  0, 60, 10,28,3,16,   0,0.735,  0.30,  0.82,  1.12,0.488,0,  8.99,1,0,0.265,0,  5
28,3,16,   0,  0, 60, 10,29,4,13,   0,0.289,  0.30,  0.37,  0.67,0.039,1,  9.29,1,1,0.289,0,  5
29,4,13,   0,  0, 60, 10,30,4,10,   0,0.641,  0.20,  0.21,  0.41,0.989,0,  9.49,1,0,0.359,0,  5
30,4,10,   0,  0, 70,  0,31,5, 8,-300,0.385,  0.21,  0.00,  0.21,0.012,1,  9.70,0,0,0.385,0,  5
 1,0,20,   0, 23, 37, 10, 2,0,24,   0,0.908,  0.48, 11.13, 11.61,0.911,0,  0.48,1,0,0.092,0,  6
 2,0,24,   0, 22, 38, 10, 3,0,27,   0,0.911,  0.49, 10.89, 11.38,0.248,0,  0.97,1,0,0.089,0,  6
 3,0,27,   0, 21, 39, 10, 4,0,29,   0,0.912,  0.49, 10.64, 11.13,0.890,0,  1.46,1,0,0.088,0,  6
 4,0,29,   0, 22, 38, 10, 5,0,31,   0,0.913,  0.49, 10.38, 10.87,0.759,0,  1.95,1,0,0.087,0,  6
 5,0,31,   0, 17, 40, 10, 6,0,31,   3,0.911,  0.50, 10.11, 10.61,0.653,0,  2.45,1,0,0.089,0,  6
 6,0,31,   3, 23, 40, 10, 7,0,33,   0,0.912,  0.50,  9.83, 10.33,0.494,0,  2.95,1,0,0.088,0,  6
 7,0,33,   0, 18, 42, 10, 8,0,33,   0,0.910,  0.51,  9.53, 10.04,0.965,0,  3.46,1,0,0.090,0,  6
 8,0,33,   0, 18, 42, 10, 9,0,33,   0,0.907,  0.51,  9.22,  9.74,0.531,0,  3.97,1,0,0.093,0,  6
 9,0,33,   0, 18, 42, 10,10,0,33,   0,0.905,  0.51,  8.92,  9.43,0.349,0,  4.48,1,0,0.095,0,  6
10,0,33,   0, 18, 42, 10,11,0,33,   0,0.903,  0.51,  8.61,  9.12,0.664,0,  4.99,1,0,0.097,0,  6
11,0,33,   0, 18, 42, 10,12,1,33,   0,0.100,  0.51,  6.32,  6.83,0.054,1,  5.50,1,1,0.100,0,  6
12,1,33,   0, 18, 42, 10,13,1,33,   0,0.888,  0.43,  6.09,  6.52,0.605,0,  5.93,1,0,0.112,0,  6
13,1,33,   0, 18, 42, 10,14,1,33,   0,0.886,  0.43,  5.86,  6.29,0.385,0,  6.36,1,0,0.114,0,  6
14,1,33,   0, 18, 42, 10,15,1,33,   0,0.883,  0.43,  5.63,  6.06,0.998,0,  6.79,1,0,0.117,0,  6
