Age,Shocks,Fitness,Cash,FitnessSpending,JoySpending,InsuranceSpending,NextAge,NextShocks,NextFitness,NextCash,Probability,Enjoyment,FutureValue,Value,RandDraw,Shocked,TotalJoy,BuyIns,InsurancePaid,ShockProb,AtMaxShocks,Life
17,2,31,   1, 50, 51,  0,18,2,42,   0,0.878,  0.37,  2.21,  2.36,0.721,0,  8.55,0,0,0.122,0,  0
18,2,42,   0,  2, 61, 37,19,2,35,   0,0.862,  0.40,  2.09,  2.29,0.225,0,  8.95,1,0,0.138,0,  0
19,2,35,   0, 43, 57,  0,20,2,43,   0,0.875,  0.39,  2.09,  2.27,0.541,0,  9.34,0,0,0.125,0,  0
20,2,43,   0,  0, 62, 38,21,2,35,   0,0.856,  0.41,  1.95,  2.16,0.457,0,  9.75,1,0,0.144,0,  0
21,2,35,   0, 43, 56,  0,22,2,43,   1,0.869,  0.39,  1.93,  2.13,0.549,0, 10.14,0,0,0.131,0,  0
22,2,43,   1,  0, 61, 40,23,2,35,   0,0.849,  0.40,  1.78,  2.01,0.256,0, 10.54,1,0,0.151,0,  0
23,2,35,   0, 43, 56,  0,24,2,43,   1,0.863,  0.39,  1.74,  1.95,0.372,0, 10.93,0,0,0.137,0,  0
24,2,43,   1,  0, 59, 42,25,2,35,   0,0.842,  0.40,  1.56,  1.80,0.428,0, 11.33,1,0,0.158,0,  0
25,2,35,   0,  1, 51, 48,26,2,29,   0,0.822,  0.37,  1.39,  1.62,0.275,0, 11.70,1,0,0.178,0,  0
26,2,29,   0, 28, 61,  0,27,2,33,  11,0.830,  0.40,  1.29,  1.56,0.831,0, 12.10,0,0,0.170,0,  0
27,2,33,  11,  0, 59, 52,28,2,27,   0,0.807,  0.40,  1.04,  1.33,0.984,0, 12.50,1,0,0.193,0,  0
28,2,27,   0,  0,100,  0,29,2,22,   0,0.784,  0.48,  0.80,  1.20,0.382,0, 12.98,0,0,0.216,0,  0
29,2,22,   0,  0,100,  0,30,2,18,   0,0.760,  0.48,  0.48,  0.90,0.718,0, 13.46,0,0,0.240,0,  0
30,2,18,   0,  0,100,  0,31,3,14,-300,0.268,  0.48,  0.00,  0.48,0.126,1, 13.94,0,0,0.268,0,  0
 1,0,20,   0, 17, 53, 30, 2,0,22,   0,0.904,  0.57,  4.61,  4.72,0.217,0,  0.57,1,0,0.096,0,  1
 2,0,22,   0, 15, 56, 29, 3,0,23,   0,0.904,  0.58,  4.57,  4.70,0.541,0,  1.15,1,0,0.096,0,  1
 3,0,23,   0, 16, 55, 29, 4,0,24,   0,0.904,  0.58,  4.53,  4.66,0.490,0,  1.73,1,0,0.096,0,  1
 4,0,24,   0, 13, 57, 30, 5,0,24,   0,0.902,  0.59,  4.48,  4.62,0.879,0,  2.32,1,0,0.098,0,  1
 5,0,24,   0, 13, 57, 30, 6,0,24,   0,0.899,  0.59,  4.43,  4.57,0.583,0,  2.91,1,0,0.101,0,  1
 6,0,24,   0, 13, 56, 31, 7,0,24,   0,0.897,  0.58,  4.37,  4.51,0.749,0,  3.49,1,0,0.103,0,  1
 7,0,24,   0, 13, 55, 32, 8,0,24,   0,0.894,  0.58,  4.31,  4.46,0.372,0,  4.07,1,0,0.106,0,  1
 8,0,24,   0, 13, 55, 32, 9,0,24,   0,0.892,  0.58,  4.25,  4.40,0.222,0,  4.65,1,0,0.108,0,  1
 9,0,24,   0, 13, 54, 33,10,1,24,   0,0.111,  0.57,  3.27,  3.52,0.104,1,  5.22,1,1,0.111,0,  1
10,1,24,   0, 52, 48,  0,11,1,37,   0,0.899,  0.45,  3.35,  3.47,0.145,0,  5.67,0,0,0.101,0,  1
11,1,37,   0, 11, 58, 31,12,1,34,   0,0.892,  0.49,  3.27,  3.43,0.403,0,  6.16,1,0,0.108,0,  1
12,1,34,   0, 10, 57, 33,13,1,31,   0,0.884,  0.49,  3.18,  3.35,0.797,0,  6.65,1,0,0.116,0,  1
13,1,31,   0,  5, 59, 35,14,1,27,   1,0.873,  0.50,  3.08,  3.27,0.207,0,  7.15,1,0,0.127,0,  1
14,1,27,   1, 48, 53,  0,15,1,38,   0,0.891,  0.47,  3.13,  3.29,0.280,0,  7.62,0,0,0.109,0,  1
15,1,38,   0,  9, 58, 33,16,1,34,   0,0.882,  0.49,  3.02,  3.21,0.215,0,  8.11,1,0,0.118,0,  1
16,1,34,   0,  4, 60, 36,17,1,29,   0,0.869,  0.50,  2.90,  3.11,0.395,0,  8.61,1,0,0.131,0,  1
17,1,29,   0,  1, 57, 40,18,1,24,   2,0.853,  0.49,  2.78,  2.99,0.864,0,  9.10,1,0,0.147,0,  1
18,1,24,   2, 52, 50,  0,19,1,37,   0,0.879,  0.46,  2.81,  3.00,0.463,0,  9.56,0,0,0.121,0,  1
19,1,37,   0,  8, 55, 37,20,1,33,   0,0.868,  0.48,  2.68,  2.89,0.689,0, 10.04,1,0,0.132,0,  1
20,1,33,   0,  0, 59, 40,21,1,27,   1,0.851,  0.50,  2.52,  2.76,0.649,0, 10.54,1,0,0.149,0,  1
21,1,27,   1, 48, 53,  0,22,1,38,   0,0.872,  0.47,  2.51,  2.73,0.635,0, 11.01,0,0,0.128,0,  1
22,1,38,   0,  0, 61, 39,23,1,31,   0,0.854,  0.50,  2.31,  2.58,0.410,0, 11.51,1,0,0.146,0,  1
23,1,31,   0, 38, 58,  0,24,1,38,   4,0.865,  0.49,  2.25,  2.51,0.375,0, 12.00,0,0,0.135,0,  1
24,1,38,   4,  0, 62, 41,25,1,31,   1,0.846,  0.51,  2.01,  2.31,0.702,0, 12.51,1,0,0.154,0,  1
25,1,31,   1,  0, 54, 47,26,1,25,   0,0.825,  0.48,  1.77,  2.07,0.707,0, 12.99,1,0,0.175,0,  1
26,1,25,   0, 20, 65,  0,27,1,27,  15,0.827,  0.52,  1.63,  1.98,0.301,0, 13.51,0,0,0.173,0,  1
27,1,27,  15,  0, 62, 53,28,1,22,   0,0.805,  0.51,  1.30,  1.68,0.982,0, 14.02,1,0,0.195,0,  1
28,1,22,   0,  6, 94,  0,29,2,20,-300,0.208,  0.58,  0.00,  0.58,0.200,1, 14.60,0,0,0.208,0,  1
29,2,20,-300,  0,  0,  0,30,2,16,-200,0.749,  0.00,  0.00,  0.00,0.429,0, 14.60,0,0,0.251,0,  1
30,2,16,-200,  0,  0,  0,31,2,13,-100,0.725,  0.00,  0.00,  0.00,0.544,0, 14.60,0,0,0.275,0,  1
 1,0,20,   0, 17, 53, 30, 2,0,22,   0,0.904,  0.57,  4.61,  4.72,0.325,0,  0.57,1,0,0.096,0,  2
 2,0,22,   0, 15, 56, 29, 3,0,23,   0,0.904,  0.58,  4.57,  4.70,0.102,0,  1.15,1,0,0.096,0,  2
 3,0,23,   0, 16, 55, 29, 4,0,24,   0,0.904,  0.58,  4.53,  4.66,0.188,0,  1.73,1,0,0.096,0,  2
 4,0,24,   0, 13, 57, 30, 5,0,24,   0,0.902,  0.59,  4.48,  4.62,0.646,0,  2.32,1,0,0.098,0,  2
 5,0,24,   0, 13, 57, 30, 6,0,24,   0,0.899,  0.59,  4.43,  4.57,0.781,0,  2.91,1,0,0.101,0,  2
 6,0,24,   0, 13, 56, 31, 7,0,24,   0,0.897,  0.58,  4.37,  4.51,0.814,0,  3.49,1,0,0.103,0,  2
 7,0,24,   0, 13, 55, 32, 8,0,24,   0,0.894,  0.58,  4.31,  4.46,0.873,0,  4.07,1,0,0.106,0,  2
 8,0,24,   0, 13, 55, 32, 9,1,24,   0,0.108,  0.58,  3.32,  3.57,0.105,1,  4.65,1,1,0.108,0,  2
 9,1,24,   0, 46, 54,  0,10,1,35,   0,0.898,  0.48,  3.38,  3.52,0.353,0,  5.13,0,0,0.102,0,  2
10,1,35,   0,  1, 60, 31,11,1,29,   8,0.886,  0.50,  3.30,  3.47,0.820,0,  5.63,1,0,0.114,0,  2
11,1,29,   8, 55, 53,  0,12,1,42,   0,0.904,  0.47,  3.35,  3.49,0.516,0,  6.10,0,0,0.096,0,  2
12,1,42,   0,  8, 63, 29,13,1,37,   0,0.895,  0.51,  3.25,  3.43,0.396,0,  6.61,1,0,0.105,0,  2
13,1,37,   0,  8, 60, 32,14,1,33,   0,0.886,  0.50,  3.14,  3.33,0.202,0,  7.11,1,0,0.114,0,  2
14,1,33,   0,  6, 59, 35,15,1,29,   0,0.875,  0.50,  3.04,  3.23,0.276,0,  7.61,1,0,0.125,0,  2
15,1,29,   0,  1, 57, 38,16,1,24,   4,0.860,  0.49,  2.94,  3.13,0.224,0,  8.10,1,0,0.140,0,  2
16,1,24,   4, 52, 50,  0,17,1,37,   2,0.885,  0.46,  2.99,  3.15,0.686,0,  8.56,0,0,0.115,0,  2
17,1,37,   2, 14, 53, 35,18,1,35,   0,0.878,  0.47,  2.88,  3.07,0.714,0,  9.03,1,0,0.122,0,  2
18,1,35,   0,  1, 60, 37,19,1,29,   2,0.863,  0.50,  2.74,  2.97,0.709,0,  9.53,1,0,0.137,0,  2
19,1,29,   2, 49, 53,  0,20,1,40,   0,0.881,  0.47,  2.75,  2.95,0.957,0, 10.00,0,0,0.119,0,  2
20,1,40,   0,  1, 63, 36,21,1,33,   0,0.865,  0.51,  2.57,  2.83,0.335,0, 10.51,1,0,0.135,0,  2
21,1,33,   0,  0, 59, 41,22,1,27,   0,0.847,  0.50,  2.40,  2.65,0.875,0, 11.01,1,0,0.153,0,  2
22,1,27,   0, 48, 52,  0,23,1,38,   0,0.869,  0.47,  2.38,  2.61,0.392,0, 11.48,0,0,0.131,0,  2
23,1,38,   0,  3, 57, 40,24,1,32,   0,0.852,  0.49,  2.17,  2.45,0.163,0, 11.97,1,0,0.148,0,  2
24,1,32,   0,  0, 55, 45,25,2,26,   0,0.168,  0.48,  1.50,  1.83,0.099,1, 12.45,1,1,0.168,0,  2
25,2,26,   0, 36, 62,  0,26,2,33,   2,0.834,  0.41,  1.42,  1.68,0.235,0, 12.86,0,0,0.166,0,  2
26,2,33,   2, 18, 68,  0,27,2,33,  16,0.830,  0.42,  1.30,  1.59,0.200,0, 13.28,0,0,0.170,0,  2
27,2,33,  16,  0, 64, 52,28,3,27,   0,0.193,  0.41,  0.76,  1.10,0.156,1, 13.69,1,1,0.193,0,  2
28,3,27,   0,  0,100,  0,29,3,22,   0,0.761,  0.36,  0.59,  0.89,0.913,0, 14.05,0,0,0.239,0,  2
29,3,22,   0,  0,100,  0,30,3,18,   0,0.735,  0.36,  0.36,  0.68,0.989,0, 14.41,0,0,0.265,0,  2
30,3,18,   0,  0,100,  0,31,4,14,-300,0.295,  0.36,  0.00,  0.36,0.153,1, 14.77,0,0,0.295,0,  2
 1,0,20,   0, 17, 53, 30, 2,0,22,   0,0.904,  0.57,  4.61,  4.72,0.884,0,  0.57,1,0,0.096,0,  3
 2,0,22,   0, 15, 56, 29, 3,0,23,   0,0.904,  0.58,  4.57,  4.70,0.282,0,  1.15,1,0,0.096,0,  3
 3,0,23,   0, 16, 55, 29, 4,0,24,   0,0.904,  0.58,  4.53,  4.66,0.164,0,  1.73,1,0,0.096,0,  3
 4,0,24,   0, 13, 57, 30, 5,0,24,   0,0.902,  0.59,  4.48,  4.62,0.248,0,  2.32,1,0,0.098,0,  3
 5,0,24,   0, 13, 57, 30, 6,0,24,   0,0.899,  0.59,  4.43,  4.57,0.846,0,  2.91,1,0,0.101,0,  3
 6,0,24,   0, 13, 56, 31, 7,0,24,   0,0.897,  0.58,  4.37,  4.51,0.453,0,  3.49,1,0,0.103,0,  3
 7,0,24,   0, 13, 55, 32, 8,0,24,   0,0.894,  0.58,  4.31,  4.46,0.240,0,  4.07,1,0,0.106,0,  3
 8,0,24,   0, 13, 55, 32, 9,0,24,   0,0.892,  0.58,  4.25,  4.40,0.477,0,  4.65,1,0,0.108,0,  3
 9,0,24,   0, 13, 54, 33,10,0,24,   0,0.889,  0.57,  4.18,  4.34,0.424,0,  5.22,1,0,0.111,0,  3
10,0,24,   0,  7, 59, 34,11,0,22,   0,0.882,  0.60,  4.09,  4.27,0.450,0,  5.82,1,0,0.118,0,  3
11,0,22,   0,  0, 58, 36,12,0,18,   6,0.869,  0.59,  4.00,  4.19,0.292,0,  6.41,1,0,0.131,0,  3
12,0,18,   6, 55, 51,  0,13,0,33,   0,0.898,  0.56,  4.08,  4.23,0.220,0,  6.97,0,0,0.102,0,  3
13,0,33,   0, 12, 57, 31,14,0,31,   0,0.892,  0.59,  3.97,  4.16,0.389,0,  7.56,1,0,0.108,0,  3
14,0,31,   0, 11, 56, 33,15,0,29,   0,0.885,  0.58,  3.86,  4.06,0.747,0,  8.14,1,0,0.115,0,  3
15,0,29,   0, 10, 55, 35,16,0,27,   0,0.878,  0.58,  3.74,  3.95,0.598,0,  8.72,1,0,0.122,0,  3
16,0,27,   0,  0, 55, 37,17,0,22,   8,0.863,  0.58,  3.62,  3.83,0.615,0,  9.30,1,0,0.137,0,  3
17,0,22,   8, 60, 48,  0,18,0,38,   0,0.893,  0.55,  3.67,  3.85,0.442,0,  9.85,0,0,0.107,0,  3
18,0,38,   0, 12, 55, 33,19,1,35,   0,0.115,  0.58,  2.79,  3.09,0.033,1, 10.43,1,1,0.115,0,  3
19,1,35,   0,  1, 59, 38,20,1,29,   2,0.859,  0.50,  2.64,  2.88,0.595,0, 10.93,1,0,0.141,0,  3
20,1,29,   2, 49, 53,  0,21,1,40,   0,0.879,  0.47,  2.64,  2.85,0.453,0, 11.40,0,0,0.121,0,  3
21,1,40,   0,  7, 56, 37,22,1,35,   0,0.866,  0.49,  2.48,  2.72,0.204,0, 11.89,1,0,0.134,0,  3
22,1,35,   0,  1, 58, 41,23,1,29,   0,0.849,  0.49,  2.29,  2.55,0.877,0, 12.38,1,0,0.151,0,  3
23,1,29,   0, 43, 56,  0,24,1,38,   1,0.865,  0.49,  2.24,  2.50,0.317,0, 12.87,0,0,0.135,0,  3
24,1,38,   1,  0, 60, 41,25,1,31,   0,0.846,  0.50,  2.00,  2.30,0.703,0, 13.37,1,0,0.154,0,  3
25,1,31,   0,  0, 53, 47,26,1,25,   0,0.825,  0.47,  1.77,  2.06,0.686,0, 13.84,1,0,0.175,0,  3
26,1,25,   0, 20, 65,  0,27,1,27,  15,0.827,  0.52,  1.63,  1.98,0.632,0, 14.36,0,0,0.173,0,  3
27,1,27,  15,  0, 62, 53,28,1,22,   0,0.805,  0.51,  1.30,  1.68,0.763,0, 14.87,1,0,0.195,0,  3
28,1,22,   0,  6, 94,  0,29,2,20,-300,0.208,  0.58,  0.00,  0.58,0.143,1, 15.45,0,0,0.208,0,  3
29,2,20,-300,  0,  0,  0,30,2,16,-200,0.749,  0.00,  0.00,  0.00,0.954,0, 15.45,0,0,0.251,0,  3
30,2,16,-200,  0,  0,  0,31,3,13,-400,0.275,  0.00,  0.00,  0.00,0.068,1, 15.45,0,0,0.275,0,  3
 1,0,20,   0, 17, 53, 30, 2,0,22,   0,0.904,  0.57,  4.61,  4.72,0.868,0,  0.57,1,0,0.096,0,  4
 2,0,22,   0, 15, 56, 29, 3,0,23,   0,0.904,  0.58,  4.57,  4.70,0.873,0,  1.15,1,0,0.096,0,  4
 3,0,23,   0, 16, 55, 29, 4,0,24,   0,0.904,  0.58,  4.53,  4.66,0.849,0,  1.73,1,0,0.096,0,  4
 4,0,24,   0, 13, 57, 30, 5,0,24,   0,0.902,  0.59,  4.48,  4.62,0.856,0,  2.32,1,0,0.098,0,  4
 5,0,24,   0, 13, 57, 30, 6,0,24,   0,0.899,  0.59,  4.43,  4.57,0.727,0,  2.91,1,0,0.101,0,  4
 6,0,24,   0, 13, 56, 31, 7,0,24,   0,0.897,  0.58,  4.37,  4.51,0.548,0,  3.49,1,0,0.103,0,  4
 7,0,24,   0, 13, 55, 32, 8,0,24,   0,0.894,  0.58,  4.31,  4.46,0.355,0,  4.07,1,0,0.106,0,  4
 8,0,24,   0, 13, 55, 32, 9,0,24,   0,0.892,  0.58,  4.25,  4.40,0.705,0,  4.65,1,0,0.108,0,  4
 9,0,24,   0, 13, 54, 33,10,0,24,   0,0.889,  0.57,  4.18,  4.34,0.865,0,  5.22,1,0,0.111,0,  4
10,0,24,   0,  7, 59, 34,11,1,22,   0,0.118,  0.60,  3.20,  3.48,0.027,1,  5.82,1,1,0.118,0,  4
11,1,22,   0, 48, 52,  0,12,1,34,   0,0.892,  0.47,  3.27,  3.41,0.128,0,  6.29,0,0,0.108,0,  4
12,1,34,   0, 10, 57, 33,13,1,31,   0,0.884,  0.49,  3.18,  3.35,0.854,0,  6.78,1,0,0.116,0,  4
13,1,31,   0,  5, 59, 35,14,2,27,   1,0.127,  0.50,  2.29,  2.55,0.033,1,  7.28,1,1,0.127,0,  4
14,2,27,   1, 48, 53,  0,15,2,38,   0,0.879,  0.38,  2.32,  2.47,0.531,0,  7.66,0,0,0.121,0,  4
15,2,38,   0,  0, 62, 37,16,2,31,   1,0.862,  0.41,  2.23,  2.41,0.731,0,  8.07,1,0,0.138,0,  4
16,2,31,   1, 47, 54,  0,17,2,41,   0,0.879,  0.38,  2.25,  2.41,0.735,0,  8.45,0,0,0.121,0,  4
17,2,41,   0,  5, 58, 37,18,2,35,   0,0.865,  0.39,  2.15,  2.33,0.741,0,  8.84,1,0,0.135,0,  4
18,2,35,   0, 46, 54,  0,19,2,44,   0,0.879,  0.38,  2.16,  2.33,0.734,0,  9.22,0,0,0.121,0,  4
19,2,44,   0,  3, 60, 37,20,2,37,   0,0.863,  0.40,  2.04,  2.24,0.721,0,  9.62,1,0,0.137,0,  4
20,2,37,   0, 41, 57,  0,21,2,44,   2,0.874,  0.39,  2.03,  2.21,0.345,0, 10.01,0,0,0.126,0,  4
21,2,44,   2,  3, 60, 39,22,2,37,   0,0.857,  0.40,  1.89,  2.10,0.429,0, 10.41,1,0,0.143,0,  4
22,2,37,   0, 38, 59,  0,23,2,43,   3,0.866,  0.40,  1.85,  2.06,0.223,0, 10.81,0,0,0.134,0,  4
23,2,43,   3,  0, 62, 41,24,2,35,   0,0.846,  0.41,  1.68,  1.92,0.476,0, 11.22,1,0,0.154,0,  4
24,2,35,   0, 28, 63,  0,25,2,38,   9,0.849,  0.41,  1.61,  1.85,0.892,0, 11.63,0,0,0.151,0,  4
25,2,38,   9,  0, 63, 46,26,2,31,   0,0.828,  0.41,  1.40,  1.67,0.886,0, 12.04,1,0,0.172,0,  4
26,2,31,   0, 23, 64,  0,27,2,33,  13,0.830,  0.41,  1.29,  1.57,0.206,0, 12.45,0,0,0.170,0,  4
27,2,33,  13,  0, 61, 52,28,2,27,   0,0.807,  0.40,  1.04,  1.34,0.342,0, 12.85,1,0,0.193,0,  4
28,2,27,   0,  0,100,  0,29,3,22,-300,0.216,  0.48,  0.00,  0.48,0.151,1, 13.33,0,0,0.216,0,  4
29,3,22,-300,  0,  0,  0,30,3,18,-200,0.735,  0.00,  0.00,  0.00,0.303,0, 13.33,0,0,0.265,0,  4
30,3,18,-200,  0,  0,  0,31,3,14,-100,0.705,  0.00,  0.00,  0.00,0.558,0, 13.33,0,0,0.295,0,  4
 1,0,20,   0, 17, 53, 30, 2,0,22,   0,0.904,  0.57,  4.61,  4.72,0.205,0,  0.57,1,0,0.096,0,  5
 2,0,22,   0, 15, 56, 29, 3,0,23,   0,0.904,  0.58,  4.57,  4.70,0.108,0,  1.15,1,0,0.096,0,  5
 3,0,23,   0, 16, 55, 29, 4,1,24,   0,0.096,  0.58,  3.53,  3.76,0.030,1,  1.73,1,1,0.096,0,  5
 4,1,24,   0, 46, 54,  0, 5,1,35,   0,0.909,  0.48,  3.60,  3.72,0.125,0,  2.21,0,0,0.091,0,  5
 5,1,35,   0, 13, 59, 28, 6,1,33,   0,0.904,  0.50,  3.54,  3.69,0.216,0,  2.71,1,0,0.096,0,  5
 6,1,33,   0, 12, 59, 29, 7,1,31,   0,0.899,  0.50,  3.48,  3.63,0.347,0,  3.21,1,0,0.101,0,  5
 7,1,31,   0, 11, 58, 31, 8,2,29,   0,0.107,  0.49,  2.51,  2.75,0.084,1,  3.70,1,1,0.107,0,  5
 8,2,29,   0, 40, 58,  0, 9,2,37,   2,0.891,  0.39,  2.55,  2.69,0.937,0,  4.09,0,0,0.109,0,  5
 9,2,37,   2,  8, 61, 33,10,2,33,   0,0.882,  0.40,  2.48,  2.63,0.307,0,  4.49,1,0,0.118,0,  5
10,2,33,   0, 45, 55,  0,11,2,42,   0,0.894,  0.39,  2.51,  2.65,0.565,0,  4.88,0,0,0.106,0,  5
11,2,42,   0,  8, 60, 32,12,2,37,   0,0.884,  0.40,  2.44,  2.60,0.577,0,  5.28,1,0,0.116,0,  5
12,2,37,   0,  2, 60, 35,13,2,31,   3,0.870,  0.40,  2.36,  2.53,0.338,0,  5.68,1,0,0.130,0,  5
13,2,31,   3, 50, 53,  0,14,2,42,   0,0.888,  0.38,  2.40,  2.54,0.790,0,  6.06,0,0,0.112,0,  5
14,2,42,   0,  2, 62, 34,15,2,35,   2,0.873,  0.41,  2.31,  2.48,0.743,0,  6.47,1,0,0.127,0,  5
15,2,35,   2, 46, 56,  0,16,2,44,   0,0.886,  0.39,  2.32,  2.48,0.640,0,  6.86,0,0,0.114,0,  5
16,2,44,   0,  3, 61, 35,17,3,37,   1,0.128,  0.40,  1.53,  1.78,0.054,1,  7.26,1,1,0.128,0,  5
17,3,37,   1, 41, 58,  0,18,3,44,   2,0.865,  0.30,  1.53,  1.67,0.562,0,  7.56,0,0,0.135,0,  5
18,3,44,   2, 42, 59,  0,19,3,50,   1,0.873,  0.30,  1.52,  1.67,0.738,0,  7.86,0,0,0.127,0,  5
19,3,50,   1, 36, 62,  0,20,3,53,   3,0.875,  0.30,  1.50,  1.65,0.318,0,  8.16,0,0,0.125,0,  5
20,3,53,   3,  2, 63, 38,21,3,44,   0,0.857,  0.31,  1.40,  1.57,0.746,0,  8.47,1,0,0.143,0,  5
21,3,44,   0, 36, 61,  0,22,3,48,   3,0.862,  0.30,  1.38,  1.54,0.467,0,  8.77,0,0,0.138,0,  5
22,3,48,   3, 35, 63,  0,23,3,51,   5,0.865,  0.31,  1.34,  1.51,0.433,0,  9.08,0,0,0.135,0,  5
23,3,51,   5,  1, 63, 41,24,3,42,   0,0.844,  0.31,  1.22,  1.40,0.850,0,  9.39,1,0,0.156,0,  5
24,3,42,   0, 29, 63,  0,25,3,44,   8,0.846,  0.31,  1.16,  1.35,0.972,0,  9.70,0,0,0.154,0,  5
25,3,44,   8,  0, 61, 47,26,3,36,   0,0.823,  0.30,  1.02,  1.22,0.227,0, 10.00,1,0,0.177,0,  5
26,3,36,   0, 23, 64,  0,27,3,37,  13,0.822,  0.31,  0.94,  1.16,0.648,0, 10.31,0,0,0.178,0,  5
27,3,37,  13,  0, 59, 54,28,3,30,   0,0.797,  0.30,  0.77,  0.99,0.488,0, 10.61,1,0,0.203,0,  5
28,3,30,   0,  5, 95,  0,29,4,26,-300,0.222,  0.35,  0.00,  0.35,0.039,1, 10.96,0,0,0.222,0,  5
29,4,26,-300,  0,  0,  0,30,4,21,-200,0.719,  0.00,  0.00,  0.00,0.989,0, 10.96,0,0,0.281,0,  5
30,4,21,-200,  0,  0,  0,31,5,17,-400,0.311,  0.00,  0.00,  0.00,0.012,1, 10.96,0,0,0.311,0,  5
 1,0,20,   0, 17, 53, 30, 2,0,22,   0,0.904,  0.57,  4.61,  4.72,0.911,0,  0.57,1,0,0.096,0,  6
 2,0,22,   0, 15, 56, 29, 3,0,23,   0,0.904,  0.58,  4.57,  4.70,0.248,0,  1.15,1,0,0.096,0,  6
 3,0,23,   0, 16, 55, 29, 4,0,24,   0,0.904,  0.58,  4.53,  4.66,0.890,0,  1.73,1,0,0.096,0,  6
 4,0,24,   0, 13, 57, 30, 5,0,24,   0,0.902,  0.59,  4.48,  4.62,0.759,0,  2.32,1,0,0.098,0,  6
 5,0,24,   0, 13, 57, 30, 6,0,24,   0,0.899,  0.59,  4.43,  4.57,0.653,0,  2.91,1,0,0.101,0,  6
 6,0,24,   0, 13, 56, 31, 7,0,24,   0,0.897,  0.58,  4.37,  4.51,0.494,0,  3.49,1,0,0.103,0,  6
 7,0,24,   0, 13, 55, 32, 8,0,24,   0,0.894,  0.58,  4.31,  4.46,0.965,0,  4.07,1,0,0.106,0,  6
 8,0,24,   0, 13, 55, 32, 9,0,24,   0,0.892,  0.58,  4.25,  4.40,0.531,0,  4.65,1,0,0.108,0,  6
 9,0,24,   0, 13, 54, 33,10,0,24,   0,0.889,  0.57,  4.18,  4.34,0.349,0,  5.22,1,0,0.111,0,  6
10,0,24,   0,  7, 59, 34,11,0,22,   0,0.882,  0.60,  4.09,  4.27,0.664,0,  5.82,1,0,0.118,0,  6
11,0,22,   0,  0, 58, 36,12,1,18,   6,0.131,  0.59,  3.13,  3.41,0.054,1,  6.41,1,1,0.131,0,  6
12,1,18,   6, 55, 51,  0,13,1,33,   0,0.888,  0.47,  3.20,  3.35,0.605,0,  6.88,0,0,0.112,0,  6
13,1,33,   0, 12, 54, 34,14,1,31,   0,0.882,  0.48,  3.12,  3.29,0.385,0,  7.36,1,0,0.118,0,  6
14,1,31,   0, 11, 53, 36,15,1,29,   0,0.875,  0.47,  3.04,  3.21,0.998,0,  7.83,1,0,0.125,0,  6
