Age,Shocks,Fitness,Cash,FitnessSpending,JoySpending,InsuranceSpending,NextAge,NextShocks,NextFitness,NextCash,Probability,Enjoyment,FutureValue,Value,RandDraw,Shocked,TotalJoy,BuyIns,InsurancePaid,ShockProb,AtMaxShocks,Life
15,1,50,  21, 42, 44, 28,16,1,55,   7,0.911,  0.51,  7.44,  7.96,0.769,0,  7.84,1,0,0.089,0,  0
16,1,55,   7,  9, 44, 27,17,1,48,  27,0.901,  0.51,  7.02,  7.54,0.839,0,  8.35,1,0,0.099,0,  0
17,1,48,  27, 32, 45, 30,18,1,50,  20,0.901,  0.52,  6.59,  7.11,0.721,0,  8.87,1,0,0.099,0,  0
18,1,50,  20, 27, 45, 30,19,1,50,  18,0.899,  0.52,  6.15,  6.67,0.225,0,  9.39,1,0,0.101,0,  0
19,1,50,  18, 30, 45, 31,20,1,51,  12,0.898,  0.52,  5.70,  6.22,0.541,0,  9.91,1,0,0.102,0,  0
20,1,51,  12, 34, 45, 31,21,1,53,   2,0.898,  0.52,  5.24,  5.76,0.457,0, 10.43,1,0,0.102,0,  0
21,1,53,   2, 20, 45, 31,22,1,50,   6,0.891,  0.52,  4.79,  5.31,0.549,0, 10.95,1,0,0.109,0,  0
22,1,50,   6, 27, 46, 33,23,1,50,   0,0.888,  0.53,  4.31,  4.84,0.256,0, 11.48,1,0,0.112,0,  0
23,1,50,   0, 15, 50, 34,24,1,46,   1,0.880,  0.55,  3.82,  4.36,0.372,0, 12.03,1,0,0.120,0,  0
24,1,46,   1,  7, 51, 37,25,1,40,   6,0.866,  0.55,  3.31,  3.86,0.428,0, 12.58,1,0,0.134,0,  0
25,1,40,   6,  1, 51, 41,26,1,33,  13,0.847,  0.55,  2.81,  3.36,0.275,0, 13.13,1,0,0.153,0,  0
26,1,33,  13,  0, 51, 47,27,1,27,  15,0.827,  0.55,  2.29,  2.84,0.831,0, 13.68,1,0,0.173,0,  0
27,1,27,  15,  0, 51, 53,28,1,22,  11,0.805,  0.55,  1.77,  2.32,0.984,0, 14.23,1,0,0.195,0,  0
28,1,22,  11,  0, 51, 60,29,1,18,   0,0.783,  0.55,  1.24,  1.79,0.382,0, 14.78,1,0,0.217,0,  0
29,1,18,   0,  1, 99,  0,30,1,15,   0,0.763,  0.70,  0.70,  1.40,0.718,0, 15.48,0,0,0.237,0,  0
30,1,15,   0,  0,100,  0,31,2,12,-300,0.261,  0.70,  0.00,  0.70,0.126,1, 16.18,0,0,0.261,0,  0
 1,0,20,   0, 38, 32, 30, 2,0,29,   0,0.916,  0.44, 14.39, 14.83,0.217,0,  0.44,1,0,0.084,0,  1
 2,0,29,   0, 40, 34, 26, 3,0,37,   0,0.924,  0.46, 14.05, 14.51,0.541,0,  0.90,1,0,0.076,0,  1
 3,0,37,   0, 35, 42, 23, 4,0,42,   0,0.928,  0.51, 13.65, 14.16,0.490,0,  1.41,1,0,0.072,0,  1
 4,0,42,   0, 35, 43, 22, 5,0,46,   0,0.930,  0.52, 13.23, 13.75,0.879,0,  1.93,1,0,0.070,0,  1
 5,0,46,   0, 31, 47, 21, 6,0,48,   1,0.930,  0.54, 12.79, 13.33,0.583,0,  2.47,1,0,0.070,0,  1
 6,0,48,   1, 32, 48, 21, 7,0,50,   0,0.930,  0.55, 12.33, 12.88,0.749,0,  3.02,1,0,0.070,0,  1
 7,0,50,   0, 21, 48, 21, 8,0,48,  10,0.927,  0.55, 11.88, 12.42,0.372,0,  3.57,1,0,0.073,0,  1
 8,0,48,  10, 32, 48, 22, 9,0,50,   8,0.927,  0.55, 11.41, 11.96,0.222,0,  4.12,1,0,0.073,0,  1
 9,0,50,   8, 15, 49, 22,10,0,46,  22,0.921,  0.55, 10.95, 11.50,0.104,0,  4.67,1,0,0.079,0,  1
10,0,46,  22, 19, 49, 24,11,0,44,  30,0.917,  0.55, 10.48, 11.03,0.145,0,  5.22,1,0,0.083,0,  1
11,0,44,  30, 30, 47, 25,12,0,46,  28,0.917,  0.54, 10.02, 10.56,0.403,0,  5.76,1,0,0.083,0,  1
12,0,46,  28, 31, 48, 25,13,0,48,  24,0.918,  0.55,  9.54, 10.09,0.797,0,  6.31,1,0,0.082,0,  1
13,0,48,  24, 32, 48, 25,14,0,50,  19,0.918,  0.55,  9.06,  9.61,0.207,0,  6.86,1,0,0.082,0,  1
14,0,50,  19, 15, 49, 25,15,0,46,  30,0.911,  0.55,  8.57,  9.13,0.280,0,  7.41,1,0,0.089,0,  1
15,0,46,  30, 31, 47, 27,16,0,48,  25,0.911,  0.54,  8.09,  8.63,0.215,0,  7.95,1,0,0.089,0,  1
16,0,48,  25, 32, 47, 27,17,0,50,  19,0.911,  0.54,  7.61,  8.15,0.395,0,  8.49,1,0,0.089,0,  1
17,0,50,  19, 27, 47, 27,18,0,50,  18,0.909,  0.54,  7.12,  7.66,0.864,0,  9.03,1,0,0.091,0,  1
18,0,50,  18, 15, 48, 28,19,0,46,  27,0.902,  0.55,  6.62,  7.16,0.463,0,  9.58,1,0,0.098,0,  1
19,0,46,  27, 31, 48, 30,20,0,48,  18,0.902,  0.55,  6.12,  6.66,0.689,0, 10.13,1,0,0.098,0,  1
20,0,48,  18, 32, 49, 30,21,0,50,   7,0.901,  0.55,  5.60,  6.15,0.649,0, 10.68,1,0,0.099,0,  1
21,0,50,   7, 27, 49, 30,22,0,50,   1,0.899,  0.55,  5.09,  5.64,0.635,0, 11.23,1,0,0.101,0,  1
22,0,50,   1, 21, 49, 31,23,0,48,   0,0.893,  0.55,  4.56,  5.12,0.410,0, 11.78,1,0,0.107,0,  1
23,0,48,   0, 14, 52, 33,24,0,44,   1,0.885,  0.57,  4.03,  4.59,0.375,0, 12.35,1,0,0.115,0,  1
24,0,44,   1,  3, 52, 36,25,0,37,  10,0.869,  0.57,  3.49,  4.05,0.702,0, 12.92,1,0,0.131,0,  1
25,0,37,  10,  8, 52, 40,26,0,33,  10,0.857,  0.57,  2.94,  3.51,0.707,0, 13.49,1,0,0.143,0,  1
26,0,33,  10,  0, 53, 44,27,0,27,  13,0.838,  0.57,  2.39,  2.96,0.301,0, 14.06,1,0,0.162,0,  1
27,0,27,  13,  0, 53, 50,28,0,22,  10,0.817,  0.57,  1.84,  2.41,0.982,0, 14.63,1,0,0.183,0,  1
28,0,22,  10,  0, 54, 56,29,1,18,   0,0.204,  0.57,  1.24,  1.81,0.200,1, 15.20,1,1,0.204,0,  1
29,1,18,   0,  1, 99,  0,30,1,15,   0,0.763,  0.70,  0.70,  1.40,0.429,0, 15.90,0,0,0.237,0,  1
30,1,15,   0,  0,100,  0,31,1,12,   0,0.739,  0.70,  0.00,  0.70,0.544,0, 16.60,0,0,0.261,0,  1
 1,0,20,   0, 38, 32, 30, 2,0,29,   0,0.916,  0.44, 14.39, 14.83,0.325,0,  0.44,1,0,0.084,0,  2
 2,0,29,   0, 40, 34, 26, 3,0,37,   0,0.924,  0.46, 14.05, 14.51,0.102,0,  0.90,1,0,0.076,0,  2
 3,0,37,   0, 35, 42, 23, 4,0,42,   0,0.928,  0.51, 13.65, 14.16,0.188,0,  1.41,1,0,0.072,0,  2
 4,0,42,   0, 35, 43, 22, 5,0,46,   0,0.930,  0.52, 13.23, 13.75,0.646,0,  1.93,1,0,0.070,0,  2
 5,0,46,   0, 31, 47, 21, 6,0,48,   1,0.930,  0.54, 12.79, 13.33,0.781,0,  2.47,1,0,0.070,0,  2
 6,0,48,   1, 32, 48, 21, 7,0,50,   0,0.930,  0.55, 12.33, 12.88,0.814,0,  3.02,1,0,0.070,0,  2
 7,0,50,   0, 21, 48, 21, 8,0,48,  10,0.927,  0.55, 11.88, 12.42,0.873,0,  3.57,1,0,0.073,0,  2
 8,0,48,  10, 32, 48, 22, 9,0,50,   8,0.927,  0.55, 11.41, 11.96,0.105,0,  4.12,1,0,0.073,0,  2
 9,0,50,   8, 15, 49, 22,10,0,46,  22,0.921,  0.55, 10.95, 11.50,0.353,0,  4.67,1,0,0.079,0,  2
10,0,46,  22, 19, 49, 24,11,0,44,  30,0.917,  0.55, 10.48, 11.03,0.820,0,  5.22,1,0,0.083,0,  2
11,0,44,  30, 30, 47, 25,12,0,46,  28,0.917,  0.54, 10.02, 10.56,0.516,0,  5.76,1,0,0.083,0,  2
12,0,46,  28, 31, 48, 25,13,0,48,  24,0.918,  0.55,  9.54, 10.09,0.396,0,  6.31,1,0,0.082,0,  2
13,0,48,  24, 32, 48, 25,14,0,50,  19,0.918,  0.55,  9.06,  9.61,0.202,0,  6.86,1,0,0.082,0,  2
14,0,50,  19, 15, 49, 25,15,0,46,  30,0.911,  0.55,  8.57,  9.13,0.276,0,  7.41,1,0,0.089,0,  2
15,0,46,  30, 31, 47, 27,16,0,48,  25,0.911,  0.54,  8.09,  8.63,0.224,0,  7.95,1,0,0.089,0,  2
16,0,48,  25, 32, 47, 27,17,0,50,  19,0.911,  0.54,  7.61,  8.15,0.686,0,  8.49,1,0,0.089,0,  2
17,0,50,  19, 27, 47, 27,18,0,50,  18,0.909,  0.54,  7.12,  7.66,0.714,0,  9.03,1,0,0.091,0,  2
18,0,50,  18, 15, 48, 28,19,0,46,  27,0.902,  0.55,  6.62,  7.16,0.709,0,  9.58,1,0,0.098,0,  2
19,0,46,  27, 31, 48, 30,20,0,48,  18,0.902,  0.55,  6.12,  6.66,0.957,0, 10.13,1,0,0.098,0,  2
20,0,48,  18, 32, 49, 30,21,0,50,   7,0.901,  0.55,  5.60,  6.15,0.335,0, 10.68,1,0,0.099,0,  2
21,0,50,   7, 27, 49, 30,22,0,50,   1,0.899,  0.55,  5.09,  5.64,0.875,0, 11.23,1,0,0.101,0,  2
22,0,50,   1, 21, 49, 31,23,0,48,   0,0.893,  0.55,  4.56,  5.12,0.392,0, 11.78,1,0,0.107,0,  2
23,0,48,   0, 14, 52, 33,24,0,44,   1,0.885,  0.57,  4.03,  4.59,0.163,0, 12.35,1,0,0.115,0,  2
24,0,44,   1,  3, 52, 36,25,1,37,  10,0.131,  0.57,  3.29,  3.85,0.099,1, 12.92,1,1,0.131,0,  2
25,1,37,  10,  8, 50, 43,26,1,33,   9,0.847,  0.55,  2.79,  3.33,0.235,0, 13.47,1,0,0.153,0,  2
26,1,33,   9,  0, 50, 47,27,1,27,  12,0.827,  0.55,  2.28,  2.82,0.200,0, 14.02,1,0,0.173,0,  2
27,1,27,  12,  0, 49, 53,28,2,22,  10,0.195,  0.54,  1.62,  2.16,0.156,1, 14.56,1,1,0.195,0,  2
28,2,22,  10,  0, 45, 65,29,2,18,   0,0.766,  0.49,  1.16,  1.65,0.913,0, 15.05,1,0,0.234,0,  2
29,2,18,   0,  1, 99,  0,30,2,15,   0,0.744,  0.66,  0.66,  1.33,0.989,0, 15.71,0,0,0.256,0,  2
30,2,15,   0,  0,100,  0,31,3,12,-300,0.281,  0.66,  0.00,  0.66,0.153,1, 16.37,0,0,0.281,0,  2
 1,0,20,   0, 38, 32, 30, 2,0,29,   0,0.916,  0.44, 14.39, 14.83,0.884,0,  0.44,1,0,0.084,0,  3
 2,0,29,   0, 40, 34, 26, 3,0,37,   0,0.924,  0.46, 14.05, 14.51,0.282,0,  0.90,1,0,0.076,0,  3
 3,0,37,   0, 35, 42, 23, 4,0,42,   0,0.928,  0.51, 13.65, 14.16,0.164,0,  1.41,1,0,0.072,0,  3
 4,0,42,   0, 35, 43, 22, 5,0,46,   0,0.930,  0.52, 13.23, 13.75,0.248,0,  1.93,1,0,0.070,0,  3
 5,0,46,   0, 31, 47, 21, 6,0,48,   1,0.930,  0.54, 12.79, 13.33,0.846,0,  2.47,1,0,0.070,0,  3
 6,0,48,   1, 32, 48, 21, 7,0,50,   0,0.930,  0.55, 12.33, 12.88,0.453,0,  3.02,1,0,0.070,0,  3
 7,0,50,   0, 21, 48, 21, 8,0,48,  10,0.927,  0.55, 11.88, 12.42,0.240,0,  3.57,1,0,0.073,0,  3
 8,0,48,  10, 32, 48, 22, 9,0,50,   8,0.927,  0.55, 11.41, 11.96,0.477,0,  4.12,1,0,0.073,0,  3
 9,0,50,   8, 15, 49, 22,10,0,46,  22,0.921,  0.55, 10.95, 11.50,0.424,0,  4.67,1,0,0.079,0,  3
10,0,46,  22, 19, 49, 24,11,0,44,  30,0.917,  0.55, 10.48, 11.03,0.450,0,  5.22,1,0,0.083,0,  3
11,0,44,  30, 30, 47, 25,12,0,46,  28,0.917,  0.54, 10.02, 10.56,0.292,0,  5.76,1,0,0.083,0,  3
12,0,46,  28, 31, 48, 25,13,0,48,  24,0.918,  0.55,  9.54, 10.09,0.220,0,  6.31,1,0,0.082,0,  3
13,0,48,  24, 32, 48, 25,14,0,50,  19,0.918,  0.55,  9.06,  9.61,0.389,0,  6.86,1,0,0.082,0,  3
14,0,50,  19, 15, 49, 25,15,0,46,  30,0.911,  0.55,  8.57,  9.13,0.747,0,  7.41,1,0,0.089,0,  3
15,0,46,  30, 31, 47, 27,16,0,48,  25,0.911,  0.54,  8.09,  8.63,0.598,0,  7.95,1,0,0.089,0,  3
16,0,48,  25, 32, 47, 27,17,0,50,  19,0.911,  0.54,  7.61,  8.15,0.615,0,  8.49,1,0,0.089,0,  3
17,0,50,  19, 27, 47, 27,18,0,50,  18,0.909,  0.54,  7.12,  7.66,0.442,0,  9.03,1,0,0.091,0,  3
18,0,50,  18, 15, 48, 28,19,1,46,  27,0.098,  0.55,  6.13,  6.68,0.033,1,  9.58,1,1,0.098,0,  3
19,1,46,  27, 40, 44, 33,20,1,51,  10,0.898,  0.51,  5.69,  6.20,0.595,0, 10.09,1,0,0.102,0,  3
20,1,51,  10, 34, 44, 31,21,1,53,   1,0.898,  0.51,  5.24,  5.75,0.453,0, 10.60,1,0,0.102,0,  3
21,1,53,   1, 20, 45, 31,22,1,50,   5,0.891,  0.52,  4.78,  5.30,0.204,0, 11.12,1,0,0.109,0,  3
22,1,50,   5, 27, 45, 33,23,1,50,   0,0.888,  0.52,  4.31,  4.83,0.877,0, 11.64,1,0,0.112,0,  3
23,1,50,   0, 15, 50, 34,24,1,46,   1,0.880,  0.55,  3.82,  4.36,0.317,0, 12.19,1,0,0.120,0,  3
24,1,46,   1,  7, 51, 37,25,1,40,   6,0.866,  0.55,  3.31,  3.86,0.703,0, 12.74,1,0,0.134,0,  3
25,1,40,   6,  1, 51, 41,26,1,33,  13,0.847,  0.55,  2.81,  3.36,0.686,0, 13.29,1,0,0.153,0,  3
26,1,33,  13,  0, 51, 47,27,1,27,  15,0.827,  0.55,  2.29,  2.84,0.632,0, 13.84,1,0,0.173,0,  3
27,1,27,  15,  0, 51, 53,28,1,22,  11,0.805,  0.55,  1.77,  2.32,0.763,0, 14.39,1,0,0.195,0,  3
28,1,22,  11,  0, 51, 60,29,2,18,   0,0.217,  0.55,  1.16,  1.71,0.143,1, 14.94,1,1,0.217,0,  3
29,2,18,   0,  1, 99,  0,30,2,15,   0,0.744,  0.66,  0.66,  1.33,0.954,0, 15.60,0,0,0.256,0,  3
30,2,15,   0,  0,100,  0,31,3,12,-300,0.281,  0.66,  0.00,  0.66,0.068,1, 16.26,0,0,0.281,0,  3
 1,0,20,   0, 38, 32, 30, 2,0,29,   0,0.916,  0.44, 14.39, 14.83,0.868,0,  0.44,1,0,0.084,0,  4
 2,0,29,   0, 40, 34, 26, 3,0,37,   0,0.924,  0.46, 14.05, 14.51,0.873,0,  0.90,1,0,0.076,0,  4
 3,0,37,   0, 35, 42, 23, 4,0,42,   0,0.928,  0.51, 13.65, 14.16,0.849,0,  1.41,1,0,0.072,0,  4
 4,0,42,   0, 35, 43, 22, 5,0,46,   0,0.930,  0.52, 13.23, 13.75,0.856,0,  1.93,1,0,0.070,0,  4
 5,0,46,   0, 31, 47, 21, 6,0,48,   1,0.930,  0.54, 12.79, 13.33,0.727,0,  2.47,1,0,0.070,0,  4
 6,0,48,   1, 32, 48, 21, 7,0,50,   0,0.930,  0.55, 12.33, 12.88,0.548,0,  3.02,1,0,0.070,0,  4
 7,0,50,   0, 21, 48, 21, 8,0,48,  10,0.927,  0.55, 11.88, 12.42,0.355,0,  3.57,1,0,0.073,0,  4
 8,0,48,  10, 32, 48, 22, 9,0,50,   8,0.927,  0.55, 11.41, 11.96,0.705,0,  4.12,1,0,0.073,0,  4
 9,0,50,   8, 15, 49, 22,10,0,46,  22,0.921,  0.55, 10.95, 11.50,0.865,0,  4.67,1,0,0.079,0,  4
10,0,46,  22, 19, 49, 24,11,1,44,  30,0.083,  0.55,  9.49, 10.04,0.027,1,  5.22,1,1,0.083,0,  4
11,1,44,  30, 42, 43, 28,12,1,50,  17,0.914,  0.51,  9.10,  9.61,0.128,0,  5.73,1,0,0.086,0,  4
12,1,50,  17, 42, 43, 26,13,1,55,   6,0.917,  0.51,  8.70,  9.20,0.854,0,  6.24,1,0,0.083,0,  4
13,1,55,   6, 36, 43, 25,14,2,57,   2,0.083,  0.51,  7.08,  7.59,0.033,1,  6.75,1,1,0.083,0,  4
14,2,57,   2, 37, 37, 28,15,2,59,   0,0.907,  0.45,  6.77,  7.22,0.531,0,  7.20,1,0,0.093,0,  4
15,2,59,   0, 32, 40, 28,16,2,59,   0,0.906,  0.47,  6.43,  6.90,0.731,0,  7.67,1,0,0.094,0,  4
16,2,59,   0, 26, 39, 29,17,2,57,   6,0.901,  0.46,  6.10,  6.56,0.735,0,  8.13,1,0,0.099,0,  4
17,2,57,   6, 37, 39, 30,18,2,59,   0,0.901,  0.46,  5.75,  6.21,0.741,0,  8.59,1,0,0.099,0,  4
18,2,59,   0, 20, 41, 30,19,2,55,   9,0.895,  0.47,  5.39,  5.86,0.734,0,  9.06,1,0,0.105,0,  4
19,2,55,   9, 36, 41, 32,20,2,57,   0,0.895,  0.47,  5.02,  5.49,0.721,0,  9.53,1,0,0.105,0,  4
20,2,57,   0, 13, 43, 32,21,2,51,  12,0.884,  0.48,  4.64,  5.12,0.345,0, 10.01,1,0,0.116,0,  4
21,2,51,  12, 34, 43, 35,22,2,53,   0,0.885,  0.48,  4.24,  4.72,0.429,0, 10.49,1,0,0.115,0,  4
22,2,53,   0, 23, 42, 35,23,2,51,   0,0.879,  0.48,  3.85,  4.32,0.223,0, 10.97,1,0,0.121,0,  4
23,2,51,   0, 19, 44, 37,24,2,48,   0,0.872,  0.49,  3.43,  3.92,0.476,0, 11.46,1,0,0.128,0,  4
24,2,48,   0, 14, 47, 39,25,2,44,   0,0.862,  0.50,  3.00,  3.50,0.892,0, 11.96,1,0,0.138,0,  4
25,2,44,   0, 12, 46, 42,26,2,40,   0,0.850,  0.50,  2.56,  3.06,0.886,0, 12.46,1,0,0.150,0,  4
26,2,40,   0,  1, 48, 46,27,2,33,   5,0.830,  0.51,  2.11,  2.61,0.206,0, 12.97,1,0,0.170,0,  4
27,2,33,   5,  0, 47, 52,28,2,27,   6,0.807,  0.50,  1.64,  2.15,0.342,0, 13.47,1,0,0.193,0,  4
28,2,27,   6,  0, 47, 59,29,3,22,   0,0.216,  0.50,  1.04,  1.54,0.151,1, 13.97,1,1,0.216,0,  4
29,3,22,   0,  0,100,  0,30,3,18,   0,0.735,  0.60,  0.60,  1.20,0.303,0, 14.57,0,0,0.265,0,  4
30,3,18,   0,  0,100,  0,31,3,14,   0,0.705,  0.60,  0.00,  0.60,0.558,0, 15.17,0,0,0.295,0,  4
 1,0,20,   0, 38, 32, 30, 2,0,29,   0,0.916,  0.44, 14.39, 14.83,0.205,0,  0.44,1,0,0.084,0,  5
 2,0,29,   0, 40, 34, 26, 3,0,37,   0,0.924,  0.46, 14.05, 14.51,0.108,0,  0.90,1,0,0.076,0,  5
 3,0,37,   0, 35, 42, 23, 4,1,42,   0,0.072,  0.51, 12.11, 12.63,0.030,1,  1.41,1,1,0.072,0,  5
 4,1,42,   0, 35, 39, 25, 5,1,46,   1,0.922,  0.49, 11.79, 12.28,0.125,0,  1.90,1,0,0.078,0,  5
 5,1,46,   1, 37, 40, 24, 6,1,50,   0,0.924,  0.49, 11.45, 11.94,0.216,0,  2.39,1,0,0.076,0,  5
 6,1,50,   0, 21, 43, 23, 7,1,48,  13,0.921,  0.51, 11.09, 11.60,0.347,0,  2.90,1,0,0.079,0,  5
 7,1,48,  13, 32, 44, 24, 8,1,50,  13,0.921,  0.51, 10.72, 11.23,0.084,0,  3.41,1,0,0.079,0,  5
 8,1,50,  13, 42, 44, 24, 9,1,55,   3,0.924,  0.51, 10.33, 10.84,0.937,0,  3.92,1,0,0.076,0,  5
 9,1,55,   3, 15, 44, 23,10,1,50,  21,0.918,  0.51,  9.95, 10.46,0.307,0,  4.43,1,0,0.082,0,  5
10,1,50,  21, 42, 44, 25,11,1,55,  10,0.921,  0.51,  9.55, 10.06,0.565,0,  4.94,1,0,0.079,0,  5
11,1,55,  10, 15, 44, 24,12,1,50,  27,0.914,  0.51,  9.15,  9.67,0.577,0,  5.45,1,0,0.086,0,  5
12,1,50,  27, 42, 45, 26,13,1,55,  14,0.917,  0.52,  8.74,  9.26,0.338,0,  5.97,1,0,0.083,0,  5
13,1,55,  14, 36, 45, 25,14,1,57,   8,0.917,  0.52,  8.32,  8.84,0.790,0,  6.49,1,0,0.083,0,  5
14,1,57,   8, 37, 45, 25,15,1,59,   1,0.917,  0.52,  7.89,  8.41,0.743,0,  7.01,1,0,0.083,0,  5
15,1,59,   1, 20, 45, 25,16,1,55,  11,0.911,  0.52,  7.46,  7.98,0.640,0,  7.53,1,0,0.089,0,  5
16,1,55,  11,  9, 45, 27,17,2,48,  30,0.099,  0.52,  6.08,  6.60,0.054,1,  8.05,1,1,0.099,0,  5
17,2,48,  30, 59, 37, 34,18,2,59,   0,0.901,  0.45,  5.75,  6.20,0.562,0,  8.50,1,0,0.099,0,  5
18,2,59,   0, 20, 41, 30,19,2,55,   9,0.895,  0.47,  5.39,  5.86,0.738,0,  8.97,1,0,0.105,0,  5
19,2,55,   9, 36, 41, 32,20,2,57,   0,0.895,  0.47,  5.02,  5.49,0.318,0,  9.44,1,0,0.105,0,  5
20,2,57,   0, 13, 43, 32,21,2,51,  12,0.884,  0.48,  4.64,  5.12,0.746,0,  9.92,1,0,0.116,0,  5
21,2,51,  12, 34, 43, 35,22,2,53,   0,0.885,  0.48,  4.24,  4.72,0.467,0, 10.40,1,0,0.115,0,  5
22,2,53,   0, 23, 42, 35,23,2,51,   0,0.879,  0.48,  3.85,  4.32,0.433,0, 10.88,1,0,0.121,0,  5
23,2,51,   0, 19, 44, 37,24,2,48,   0,0.872,  0.49,  3.43,  3.92,0.850,0, 11.37,1,0,0.128,0,  5
24,2,48,   0, 14, 47, 39,25,2,44,   0,0.862,  0.50,  3.00,  3.50,0.972,0, 11.87,1,0,0.138,0,  5
25,2,44,   0, 12, 46, 42,26,2,40,   0,0.850,  0.50,  2.56,  3.06,0.227,0, 12.37,1,0,0.150,0,  5
26,2,40,   0,  1, 48, 46,27,2,33,   5,0.830,  0.51,  2.11,  2.61,0.648,0, 12.88,1,0,0.170,0,  5
27,2,33,   5,  0, 47, 52,28,2,27,   6,0.807,  0.50,  1.64,  2.15,0.488,0, 13.38,1,0,0.193,0,  5
28,2,27,   6,  0, 47, 59,29,3,22,   0,0.216,  0.50,  1.04,  1.54,0.039,1, 13.88,1,1,0.216,0,  5
29,3,22,   0,  0,100,  0,30,3,18,   0,0.735,  0.60,  0.60,  1.20,0.989,0, 14.48,0,0,0.265,0,  5
30,3,18,   0,  0,100,  0,31,4,14,-300,0.295,  0.60,  0.00,  0.60,0.012,1, 15.08,0,0,0.295,0,  5
 1,0,20,   0, 38, 32, 30, 2,0,29,   0,0.916,  0.44, 14.39, 14.83,0.911,0,  0.44,1,0,0.084,0,  6
 2,0,29,   0, 40, 34, 26, 3,0,37,   0,0.924,  0.46, 14.05, 14.51,0.248,0,  0.90,1,0,0.076,0,  6
 3,0,37,   0, 35, 42, 23, 4,0,42,   0,0.928,  0.51, 13.65, 14.16,0.890,0,  1.41,1,0,0.072,0,  6
 4,0,42,   0, 35, 43, 22, 5,0,46,   0,0.930,  0.52, 13.23, 13.75,0.759,0,  1.93,1,0,0.070,0,  6
 5,0,46,   0, 31, 47, 21, 6,0,48,   1,0.930,  0.54, 12.79, 13.33,0.653,0,  2.47,1,0,0.070,0,  6
 6,0,48,   1, 32, 48, 21, 7,0,50,   0,0.930,  0.55, 12.33, 12.88,0.494,0,  3.02,1,0,0.070,0,  6
 7,0,50,   0, 21, 48, 21, 8,0,48,  10,0.927,  0.55, 11.88, 12.42,0.965,0,  3.57,1,0,0.073,0,  6
 8,0,48,  10, 32, 48, 22, 9,0,50,   8,0.927,  0.55, 11.41, 11.96,0.531,0,  4.12,1,0,0.073,0,  6
 9,0,50,   8, 15, 49, 22,10,0,46,  22,0.921,  0.55, 10.95, 11.50,0.349,0,  4.67,1,0,0.079,0,  6
10,0,46,  22, 19, 49, 24,11,0,44,  30,0.917,  0.55, 10.48, 11.03,0.664,0,  5.22,1,0,0.083,0,  6
11,0,44,  30, 30, 47, 25,12,1,46,  28,0.083,  0.54,  9.09,  9.63,0.054,1,  5.76,1,1,0.083,0,  6
12,1,46,  28, 52, 43, 28,13,1,55,   5,0.917,  0.51,  8.69,  9.20,0.605,0,  6.27,1,0,0.083,0,  6
13,1,55,   5, 36, 43, 25,14,1,57,   1,0.917,  0.51,  8.28,  8.79,0.385,0,  6.78,1,0,0.083,0,  6
14,1,57,   1, 10, 43, 25,15,1,50,  23,0.908,  0.51,  7.88,  8.38,0.998,0,  7.29,1,0,0.092,0,  6
